Participant ID,Age,County,Marital Status,Education Level,Occupation,Monthly Income,Monthly Savings,Savings Group Member,Owns Business,Business Type,Main Business Challenge,Smartphone Access,Internet Access,Number of Dependents,Monthly Health Expenses,Health Insurance,Caregiving in hours/Week,Training Received
934800,58,Kakamega,Married,KCSE,Vendor,16396,2400,No,Yes,Retail,No Capital,Yes,Yes,4,2292,No,59,Yes
845385,40,Narok,Married,Graduate,Civil servant,45082,8500,Yes,No,Agriculture,No Challenge,Yes,Yes,8,1580,No,26,Yes
829532,40,Nyeri,Married,KCSE,Farmer,32557,0,No,No,Agriculture,No Challenge,Yes,No,3,1271,No,58,No
219735,45,Mombasa,Married,KCPE,Vendor,19879,2700,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1847,No,48,Yes
255683,61,Narok,Widowed,KCSE,Vendor,23633,1300,Yes,Yes,Agriculture,High Competition,No,Yes,2,1524,No,37,Yes
732259,29,Nyeri,Married,KCSE,Unemployed,2053,0,No,No,Agriculture,No Challenge,No,No,3,1560,No,34,Yes
636437,41,Kisumu,Married,KCSE,Small Business,43528,1300,Yes,No,Agriculture,No Challenge,No,No,4,2406,Yes,42,Yes
462246,56,Kisumu,Widowed,KCSE,Vendor,11451,1700,Yes,No,Agriculture,No Challenge,No,No,1,2110,No,38,Yes
421333,42,Nyeri,Married,Graduate,corperative worker,61141,0,No,Yes,Casual jobs,High Competition,Yes,Yes,6,1646,Yes,40,No
863264,36,Mombasa,Married,Certificate,fashion,35938,5000,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1971,No,37,No
957463,42,Kisii,Married,KCPE,Vendor,13282,2500,Yes,No,Agriculture,No Challenge,No,No,3,1437,No,26,No
666956,42,Mombasa,Single,Certificate,Shop Attendant,20761,2500,No,No,Agriculture,No Challenge,No,No,1,2001,Yes,54,No
506889,59,Nairobi,Divorced,Diploma,corperative worker,54456,0,No,Yes,Casual jobs,High Taxes,Yes,No,4,1250,No,37,Yes
712492,52,Nyeri,Married,Diploma,corperative worker,44063,2700,Yes,Yes,Retail,High Taxes,Yes,Yes,4,1985,Yes,57,No
311830,44,Nyeri,Single,KCSE,Small Business,18736,0,No,No,Agriculture,No Challenge,Yes,Yes,3,2416,No,35,No
296501,66,Nairobi,Divorced,KCSE,Small Business,22043,4600,Yes,Yes,Agriculture,No Capital,Yes,Yes,6,1763,No,44,No
516885,43,Machakos,Divorced,Diploma,corperative worker,45501,0,No,No,Agriculture,No Challenge,Yes,No,4,1593,No,46,Yes
265140,30,Machakos,Married,Certificate,Shop Attendant,17332,0,No,No,Agriculture,No Challenge,Yes,No,7,1848,Yes,42,Yes
844149,38,Nakuru,Married,KCSE,Small Business,17916,2500,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1583,No,37,Yes
240507,43,Machakos,Married,KCSE,Casual Labour,16559,3000,Yes,Yes,Agriculture,Low Customers,Yes,Yes,2,1542,No,32,No
325160,35,Kisumu,Married,Certificate,Shop Attendant,14137,1400,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1070,No,22,No
283321,61,Nairobi,Married,KCPE,Farmer,25390,0,No,Yes,Agriculture,High Competition,Yes,Yes,0,1501,No,48,No
661672,52,Nyeri,Married,KCSE,Vendor,22582,3100,No,No,Agriculture,No Challenge,No,No,4,2435,No,30,No
621998,38,Narok,Married,KCSE,Small Business,17693,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1423,No,49,No
706217,47,Kisumu,Married,KCSE,Vendor,18746,1400,No,No,Agriculture,No Challenge,No,No,4,1951,Yes,21,No
700441,51,Nakuru,Single,KCSE,Small Business,32273,2900,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1923,Yes,43,No
859416,61,Kakamega,Single,KCSE,Casual Labour,22155,3300,No,No,Agriculture,No Challenge,No,No,4,1475,Yes,57,No
175388,57,Nairobi,Married,KCPE,Farmer,20436,2300,Yes,Yes,Casual jobs,No Capital,Yes,No,5,2172,No,24,No
655689,45,Machakos,Married,KCSE,Farmer,33788,0,No,Yes,Casual jobs,Poor infrastructure,Yes,Yes,4,1703,Yes,45,Yes
618727,53,Wajir,Married,KCSE,Vendor,17212,1400,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2220,Yes,32,Yes
827191,46,Kisii,Married,KCSE,Farmer,20533,1500,Yes,No,Agriculture,No Challenge,Yes,No,3,1111,No,37,No
743791,46,Nairobi,Married,KCSE,Casual Labour,10816,0,No,No,Agriculture,No Challenge,No,No,5,1385,Yes,35,No
332601,33,Nyeri,Single,KCSE,Vendor,19682,2200,Yes,No,Agriculture,No Challenge,No,No,2,1631,Yes,47,No
227834,33,Kakamega,Married,KCSE,Casual Labour,15418,2700,Yes,Yes,Agriculture,No Capital,Yes,Yes,2,1745,No,33,No
134084,45,Kisii,Single,KCSE,Small Business,38015,5600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1833,Yes,21,No
351459,38,Mombasa,Widowed,KCSE,Casual Labour,24173,0,No,Yes,Agriculture,No Capital,Yes,Yes,4,2203,Yes,25,No
734929,27,Mombasa,Married,Diploma,corperative worker,66056,10900,Yes,Yes,Agriculture,High Competition,Yes,Yes,4,2460,Yes,24,No
205111,51,Nairobi,Single,KCSE,Farmer,16436,0,No,No,Agriculture,No Challenge,Yes,No,5,1568,Yes,34,No
549042,28,Nairobi,Married,Diploma,Civil servant,42452,6100,Yes,No,Agriculture,No Challenge,Yes,No,4,2417,Yes,37,No
529667,47,Nairobi,Single,KCSE,Casual Labour,12882,2000,No,No,Agriculture,No Challenge,No,No,3,1516,Yes,52,No
762587,45,Kisumu,Single,Diploma,Small Business,22043,1400,No,No,Agriculture,No Challenge,No,No,2,1267,No,54,No
262982,63,Kisumu,Married,KCSE,Farmer,14927,0,No,No,Agriculture,No Challenge,No,No,3,1877,Yes,44,No
398185,44,Mombasa,Married,Certificate,Small Business,28462,3800,Yes,Yes,Casual jobs,High Taxes,Yes,Yes,4,1999,No,59,No
975352,30,Nairobi,Married,KCSE,Casual Labour,19975,1100,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1546,Yes,45,No
427825,46,Narok,Married,Diploma,Civil servant,48519,6400,Yes,Yes,Agriculture,Poor infrastructure,Yes,Yes,6,1411,No,41,No
334386,55,Nakuru,Divorced,KCSE,Vendor,24471,2400,Yes,Yes,Agriculture,Poor infrastructure,No,No,7,1311,No,55,No
443715,68,Nairobi,Married,Diploma,Civil servant,63249,9300,Yes,No,Agriculture,No Challenge,Yes,Yes,0,1704,Yes,30,No
296553,43,Nyeri,Married,KCSE,Casual Labour,13948,0,No,No,Agriculture,No Challenge,No,No,3,1668,No,30,No
561792,40,Narok,Married,Certificate,fashion,33498,3000,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1535,Yes,58,No
601174,59,Nyeri,Married,Diploma,Civil servant,31863,4500,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1469,Yes,40,Yes
884625,36,Wajir,Single,Graduate,Small Business,27796,1500,No,No,Agriculture,No Challenge,No,No,5,1197,No,44,No
751844,47,Mombasa,Married,Certificate,Shop Attendant,18318,0,No,Yes,Casual jobs,Poor infrastructure,Yes,Yes,4,2034,No,45,No
295246,42,Nairobi,Single,KCSE,Casual Labour,12080,1300,Yes,Yes,fashion,Poor infrastructure,No,No,5,1648,Yes,47,No
650448,29,Machakos,Married,KCSE,Farmer,19244,1100,No,No,Agriculture,No Challenge,Yes,No,2,1464,No,32,No
346242,41,Kisii,Married,KCSE,Casual Labour,14504,900,No,Yes,Agriculture,Low Customers,No,No,10,1794,No,40,No
611083,38,Nairobi,Married,KCSE,Vendor,23221,4400,Yes,No,Agriculture,No Challenge,Yes,Yes,5,2401,No,37,No
117633,50,Nakuru,Married,KCPE,Casual Labour,19905,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1482,Yes,51,Yes
903446,61,Wajir,Married,KCSE,Small Business,31947,0,No,Yes,Agriculture,High Taxes,Yes,Yes,8,1922,Yes,44,Yes
966964,38,Nairobi,Married,Diploma,Small Business,31337,5800,Yes,No,Agriculture,No Challenge,Yes,Yes,6,2503,Yes,50,No
149104,54,Kisii,Widowed,KCPE,Farmer,14077,0,No,No,Agriculture,No Challenge,No,Yes,0,1637,No,31,No
963663,30,Kisii,Divorced,KCSE,Small Business,29912,4700,Yes,No,Agriculture,No Challenge,No,Yes,3,2607,No,24,No
168388,45,Kisumu,Married,KCSE,Small Business,23643,0,No,No,Agriculture,No Challenge,No,No,4,1112,No,32,No
640302,31,Nakuru,Married,Diploma,Shop Attendant,17642,0,No,No,Agriculture,No Challenge,No,No,4,1344,No,44,No
192578,60,Nakuru,Married,KCSE,Small Business,18842,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1816,No,58,No
789115,52,Narok,Married,KCSE,Vendor,20651,2800,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1773,Yes,28,Yes
664678,49,Machakos,Married,Graduate,Small Business,30115,0,No,No,Agriculture,No Challenge,Yes,Yes,4,2770,Yes,60,Yes
385855,55,Nakuru,Married,KCSE,Casual Labour,12268,1500,Yes,No,Agriculture,No Challenge,No,No,5,1378,No,58,Yes
191658,48,Wajir,Married,Certificate,Shop Attendant,17329,0,No,Yes,Agriculture,High Competition,Yes,Yes,1,2833,No,57,No
157993,63,Machakos,Married,Diploma,corperative worker,54019,9500,Yes,Yes,food Vendoring,High Taxes,Yes,Yes,1,2333,Yes,23,Yes
305768,50,Nairobi,Married,KCSE,Farmer,25433,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1471,No,45,No
258285,60,Nakuru,Married,Graduate,Small Business,28055,5300,Yes,No,Agriculture,No Challenge,No,No,4,1622,Yes,35,Yes
871148,45,Kisumu,Married,Diploma,Shop Attendant,16011,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1346,Yes,46,No
551000,33,Kisii,Married,KCSE,Casual Labour,9646,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2476,No,59,No
842296,33,Nakuru,Married,Certificate,beauty,30289,2800,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1196,No,48,Yes
642015,47,Kisii,Married,Diploma,Civil servant,48808,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1874,No,27,Yes
998850,44,Nairobi,Widowed,KCSE,Small Business,33635,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1507,Yes,37,No
628646,48,Nairobi,Married,Certificate,Shop Attendant,22043,0,No,No,Agriculture,No Challenge,No,Yes,4,1640,Yes,52,Yes
427252,26,Kisii,Married,KCSE,Unemployed,4568,600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1738,No,50,No
357681,36,Nyeri,Single,Diploma,corperative worker,45831,0,No,No,Agriculture,No Challenge,Yes,No,6,1276,Yes,59,Yes
194018,44,Machakos,Married,Certificate,Small Business,18442,1500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1762,Yes,43,No
486601,62,Nyeri,Married,KCSE,Casual Labour,10172,1400,No,No,Agriculture,No Challenge,No,No,3,1539,No,58,No
394054,41,Mombasa,Married,Certificate,Small Business,37348,0,No,No,Agriculture,No Challenge,Yes,Yes,4,2070,Yes,57,No
751176,42,Kakamega,Married,Diploma,corperative worker,49587,8900,No,No,Agriculture,High Competition,Yes,Yes,3,1505,No,55,No
329104,50,Nairobi,Married,KCSE,Farmer,17081,2900,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2590,No,23,No
942186,47,Narok,Married,Certificate,Shop Attendant,22757,0,No,No,Agriculture,No Challenge,Yes,No,5,2120,No,51,No
293510,39,Machakos,Married,KCSE,Vendor,14660,0,No,No,Agriculture,No Challenge,No,No,6,1345,No,51,No
209847,42,Nairobi,Divorced,Certificate,Shop Attendant,21246,4000,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1374,Yes,44,No
544717,37,Wajir,Divorced,Certificate,Shop Attendant,28493,3300,Yes,No,Agriculture,No Challenge,No,No,3,1613,No,39,No
554162,63,Narok,Married,KCSE,Vendor,14899,1000,Yes,No,Agriculture,No Challenge,Yes,Yes,8,1165,No,43,No
924899,34,Mombasa,Married,Diploma,Small Business,20373,1300,Yes,No,Agriculture,No Challenge,No,No,2,1221,No,40,No
396037,41,Mombasa,Married,KCSE,Casual Labour,14735,2300,Yes,No,Agriculture,No Challenge,No,No,4,2081,No,35,No
176329,27,Wajir,Married,Graduate,Civil servant,49949,9300,Yes,Yes,Agriculture,No Capital,Yes,No,5,1579,No,48,No
131007,37,Kisii,Married,KCSE,Unemployed,651,0,No,No,Agriculture,No Challenge,No,No,2,1451,No,30,Yes
794892,53,Machakos,Married,KCSE,Vendor,19041,0,No,Yes,beauty,High Taxes,Yes,Yes,3,1623,No,28,No
416397,36,Kisumu,Married,KCSE,Shop Attendant,14997,2800,Yes,No,Agriculture,No Challenge,Yes,Yes,12,2771,No,36,Yes
112323,31,Machakos,Married,Diploma,Civil servant,39737,0,No,No,Agriculture,No Challenge,Yes,Yes,6,2458,No,57,No
997767,44,Narok,Single,KCSE,Casual Labour,17453,2700,No,Yes,Agriculture,No Capital,No,No,5,1504,No,27,Yes
212356,26,Nyeri,Single,Graduate,corperative worker,52860,10100,Yes,Yes,Agriculture,Poor infrastructure,Yes,Yes,1,1276,No,20,No
735232,31,Kisumu,Married,KCSE,beauty,30249,4400,No,Yes,Agriculture,Poor infrastructure,Yes,Yes,4,1580,Yes,23,No
304451,54,Mombasa,Married,Graduate,Civil servant,32657,5500,Yes,Yes,Agriculture,No Capital,Yes,No,5,1094,Yes,38,No
378600,52,Mombasa,Single,KCSE,Casual Labour,18502,0,No,No,Agriculture,No Challenge,No,No,4,1470,No,31,No
655655,59,Kisii,Widowed,KCSE,Unemployed,2779,400,Yes,Yes,food Vendoring,Low Customers,No,No,3,1938,No,53,No
154624,56,Kakamega,Married,KCSE,Casual Labour,14807,800,Yes,No,Agriculture,No Challenge,No,No,4,1299,No,27,No
503322,49,Machakos,Married,Graduate,Civil servant,44435,3100,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1414,No,40,Yes
334565,30,Kisii,Divorced,KCSE,Small Business,38345,2400,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1694,Yes,43,Yes
168008,53,Narok,Married,Graduate,Small Business,51025,5300,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2075,Yes,28,No
477539,55,Kisumu,Married,Diploma,Shop Attendant,19607,2500,Yes,Yes,Agriculture,Low Customers,Yes,No,3,1809,No,45,No
216492,54,Wajir,Married,KCSE,Casual Labour,19271,1200,Yes,Yes,Retail,No Capital,No,No,3,2105,No,31,No
172240,45,Nairobi,Married,KCSE,Farmer,25724,1300,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1304,Yes,41,No
426459,37,Nyeri,Married,KCSE,Unemployed,284,1300,No,No,Agriculture,No Challenge,No,No,5,1401,No,33,No
825947,55,Narok,Married,Certificate,fashion,24518,0,No,Yes,Agriculture,Poor infrastructure,No,No,3,2426,No,27,Yes
372900,51,Nairobi,Married,KCPE,Farmer,12144,1800,Yes,No,Agriculture,No Challenge,No,No,5,2652,Yes,47,No
561227,65,Machakos,Married,Graduate,Civil servant,41627,2200,Yes,Yes,Casual jobs,High Taxes,Yes,Yes,3,2266,Yes,28,No
398522,35,Wajir,Married,KCSE,Farmer,25688,3700,Yes,No,Agriculture,No Challenge,No,No,2,2083,No,58,No
235327,37,Mombasa,Divorced,Graduate,Civil servant,62066,0,No,Yes,beauty,High Taxes,Yes,Yes,6,1227,No,58,Yes
749991,37,Kisii,Married,Certificate,Shop Attendant,17113,1300,Yes,Yes,Agriculture,High Taxes,Yes,No,4,2934,No,20,Yes
942981,53,Kisumu,Married,KCSE,Vendor,11851,0,No,No,Agriculture,No Challenge,No,No,7,1459,No,53,No
265575,36,Kisii,Married,KCSE,Casual Labour,14121,0,No,No,Agriculture,No Challenge,No,No,9,1671,No,45,No
960226,30,Kisumu,Married,Diploma,corperative worker,42366,3700,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1944,No,24,No
599499,68,Kakamega,Divorced,KCSE,Farmer,23050,2100,Yes,Yes,Casual jobs,No Capital,Yes,No,5,1828,No,42,Yes
593948,27,Kakamega,Married,Graduate,corperative worker,46165,0,No,No,Agriculture,No Challenge,Yes,Yes,0,2834,No,60,No
407257,55,Kisii,Married,KCSE,Small Business,26102,0,No,No,Agriculture,No Challenge,No,No,5,1894,No,40,No
698357,41,Kisumu,Married,Graduate,Small Business,22648,1500,Yes,No,Agriculture,No Challenge,Yes,No,2,1470,No,26,No
329189,55,Kisumu,Married,KCSE,corperative worker,56109,0,No,No,Agriculture,No Challenge,Yes,No,6,1855,Yes,52,No
498465,46,Nairobi,Married,Certificate,Shop Attendant,17179,0,No,No,Agriculture,No Challenge,No,No,6,1577,No,29,No
351051,58,Kisii,Married,KCSE,Vendor,12959,0,No,No,Agriculture,No Challenge,No,No,8,1998,Yes,29,No
749829,60,Nakuru,Single,KCSE,Casual Labour,15715,2900,No,No,Agriculture,No Challenge,Yes,Yes,3,1198,No,25,No
813936,25,Machakos,Married,Diploma,Civil servant,41900,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1526,No,51,No
611778,31,Mombasa,Married,KCSE,Small Business,33471,0,No,Yes,Casual jobs,Poor infrastructure,Yes,Yes,5,1835,Yes,21,No
880641,38,Kakamega,Married,Certificate,fashion,15828,1500,Yes,Yes,Retail,Poor infrastructure,No,No,2,2181,Yes,33,Yes
371830,49,Nakuru,Married,Diploma,Civil servant,63843,5300,Yes,Yes,fashion,High Competition,Yes,Yes,1,2293,Yes,28,No
605629,58,Kakamega,Married,KCSE,Farmer,15612,900,Yes,Yes,Agriculture,No Capital,Yes,Yes,3,2493,Yes,37,Yes
415507,43,Wajir,Married,KCSE,Vendor,17558,1300,No,No,Agriculture,No Challenge,Yes,Yes,2,1634,Yes,30,Yes
459687,47,Nairobi,Single,KCSE,Casual Labour,14862,0,No,No,Agriculture,No Challenge,No,Yes,4,1887,No,36,No
756021,36,Narok,Married,KCSE,Casual Labour,20335,1800,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1885,No,46,No
275915,54,Kakamega,Married,Diploma,Civil servant,52332,0,No,Yes,Retail,No Capital,Yes,Yes,4,2450,Yes,24,No
719961,63,Nairobi,Married,Diploma,Civil servant,36416,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2320,Yes,55,No
554179,44,Nakuru,Married,KCPE,Casual Labour,14457,1400,Yes,No,Agriculture,No Challenge,No,No,6,1686,No,53,Yes
142828,44,Wajir,Married,Diploma,Shop Attendant,20063,0,No,No,Agriculture,No Challenge,Yes,No,2,1897,No,46,No
935036,31,Kisumu,Married,KCPE,Casual Labour,17320,3000,No,No,Agriculture,No Challenge,Yes,Yes,4,2497,Yes,37,No
372670,46,Kisumu,Married,KCSE,Small Business,29831,4400,Yes,No,Agriculture,No Challenge,Yes,Yes,8,2977,No,40,No
955342,44,Wajir,Married,KCPE,Farmer,19512,1500,No,No,Agriculture,No Challenge,No,No,4,2114,No,20,No
125592,34,Nyeri,Married,Graduate,corperative worker,53759,3500,Yes,Yes,Casual jobs,No Capital,Yes,Yes,4,1261,No,35,Yes
391126,43,Kisii,Married,Graduate,Civil servant,43445,0,No,Yes,fashion,High Competition,No,No,5,2430,Yes,58,No
886639,40,Nairobi,Married,Certificate,Shop Attendant,28335,0,No,No,Agriculture,No Challenge,Yes,No,4,1748,No,38,No
332041,45,Nakuru,Married,KCSE,Farmer,30195,5600,Yes,No,Agriculture,No Challenge,Yes,No,4,1763,Yes,52,Yes
450877,47,Kakamega,Married,KCSE,Casual Labour,17388,2000,No,No,Agriculture,No Challenge,Yes,Yes,3,1540,Yes,49,Yes
854296,25,Kisumu,Married,Certificate,Small Business,39439,6200,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2232,Yes,46,Yes
224982,52,Nairobi,Married,KCSE,Small Business,25989,3400,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2447,No,51,No
356911,50,Nyeri,Married,KCSE,Small Business,30060,0,No,No,Agriculture,No Challenge,Yes,Yes,1,2029,Yes,48,No
168619,41,Kakamega,Married,Certificate,Shop Attendant,17426,900,Yes,Yes,Casual jobs,Low Customers,No,No,9,1244,No,27,No
784688,44,Mombasa,Single,KCSE,Farmer,27890,4800,No,No,Agriculture,No Challenge,Yes,Yes,5,2801,No,54,No
408623,52,Kisii,Divorced,KCPE,Farmer,19709,0,No,No,Agriculture,No Challenge,No,No,5,1848,No,54,Yes
601643,62,Wajir,Married,KCSE,Small Business,29008,0,No,No,Agriculture,No Challenge,No,No,5,2280,No,33,No
251175,38,Kakamega,Married,Certificate,fashion,34558,6100,Yes,Yes,Casual jobs,High Competition,Yes,Yes,2,2085,Yes,56,No
270963,40,Nairobi,Married,Graduate,Civil servant,54898,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1587,No,57,No
241826,36,Kisii,Married,KCPE,Vendor,17174,0,No,No,Agriculture,No Challenge,Yes,Yes,1,2503,No,59,No
855343,46,Kisumu,Married,KCSE,Casual Labour,10319,0,No,Yes,fashion,High Taxes,Yes,Yes,10,1555,No,59,No
967869,44,Kisumu,Single,KCSE,Farmer,15158,2600,Yes,No,Agriculture,No Challenge,No,No,1,2753,No,57,No
198540,41,Nakuru,Married,KCSE,Farmer,17907,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2780,Yes,51,No
959414,50,Mombasa,Divorced,Certificate,Small Business,24280,4600,No,Yes,Agriculture,No Capital,Yes,Yes,3,1207,No,29,No
727035,46,Wajir,Married,KCSE,Casual Labour,9197,0,No,No,Agriculture,No Challenge,No,No,0,1359,No,48,No
286994,42,Kisii,Married,KCSE,Small Business,26772,0,No,No,Agriculture,No Challenge,No,No,4,1763,No,50,No
410375,42,Nakuru,Single,Certificate,Shop Attendant,15381,2400,Yes,Yes,Retail,Low Customers,No,No,7,1624,No,27,No
129301,46,Narok,Widowed,KCSE,Casual Labour,12275,0,No,Yes,beauty,High Competition,No,No,2,1980,No,42,No
322724,25,Nyeri,Single,Graduate,Small Business,54537,9500,Yes,No,Agriculture,No Challenge,Yes,Yes,8,1619,Yes,25,No
614003,31,Machakos,Married,KCSE,Farmer,20058,0,No,No,Agriculture,No Challenge,No,No,3,2566,No,40,No
293783,57,Kisii,Married,KCSE,Unemployed,2513,0,No,No,Agriculture,No Challenge,No,No,5,1746,No,24,No
796683,31,Nakuru,Married,KCSE,Casual Labour,11833,0,No,Yes,cooperation,High Taxes,No,No,3,1847,No,56,Yes
118752,50,Mombasa,Married,KCSE,Vendor,24334,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1941,Yes,24,No
837565,59,Kisumu,Married,Diploma,Civil servant,59590,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1687,Yes,25,Yes
984884,38,Kisii,Divorced,Certificate,beauty,25315,0,No,No,Agriculture,No Challenge,No,No,0,1953,No,24,Yes
768755,41,Kisii,Married,KCSE,Vendor,25653,2200,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1299,Yes,20,Yes
317029,46,Kakamega,Single,Certificate,fashion,24243,1300,Yes,No,Agriculture,No Challenge,No,No,1,1763,No,46,No
156273,57,Mombasa,Married,Graduate,Civil servant,34824,5700,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1582,Yes,31,No
358503,61,Wajir,Married,KCPE,Unemployed,522,0,No,No,Agriculture,No Challenge,No,No,1,1449,No,40,Yes
716166,51,Kisumu,Single,KCSE,Farmer,14480,0,No,No,Agriculture,No Challenge,No,No,5,1194,No,25,No
891327,32,Kisii,Married,KCSE,Farmer,22085,0,No,No,Agriculture,No Challenge,No,No,4,2189,No,20,Yes
219968,44,Nyeri,Married,Diploma,Civil servant,41994,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1348,Yes,29,No
477844,42,Kisumu,Married,KCSE,Vendor,20812,1200,No,No,Agriculture,No Challenge,Yes,Yes,3,1413,No,29,No
700847,44,Nyeri,Married,KCSE,Casual Labour,15129,1300,Yes,No,Agriculture,No Challenge,No,No,1,1410,Yes,27,No
110699,29,Machakos,Divorced,KCSE,Casual Labour,13477,0,No,No,Agriculture,No Challenge,No,No,4,2757,No,31,No
296133,36,Wajir,Married,Certificate,Shop Attendant,16859,0,No,No,Agriculture,No Challenge,Yes,No,7,1503,Yes,44,No
634003,53,Machakos,Married,Diploma,Small Business,18327,0,No,Yes,Agriculture,High Competition,Yes,Yes,4,1431,Yes,53,No
119169,43,Kisii,Married,KCSE,Small Business,35621,0,No,No,Agriculture,No Challenge,Yes,Yes,8,2696,No,43,No
618652,39,Kakamega,Married,KCSE,Farmer,26055,1900,Yes,Yes,Agriculture,High Competition,Yes,Yes,2,1942,No,20,No
218413,41,Wajir,Married,Graduate,corperative worker,47287,8600,Yes,No,Agriculture,No Challenge,Yes,Yes,6,2024,No,23,No
743552,56,Kakamega,Married,KCSE,Farmer,15063,3000,Yes,Yes,Agriculture,Low Customers,Yes,Yes,2,2254,No,32,No
367926,52,Nakuru,Widowed,KCSE,Vendor,16493,1500,Yes,No,Agriculture,No Challenge,No,No,2,1833,No,42,No
843537,38,Narok,Single,Certificate,beauty,38991,0,No,No,Agriculture,No Challenge,No,No,3,1828,No,30,No
622988,33,Mombasa,Married,Certificate,Shop Attendant,16939,1800,Yes,Yes,Agriculture,High Taxes,Yes,Yes,4,2928,Yes,55,Yes
224481,38,Nakuru,Married,KCSE,Small Business,17297,1700,No,Yes,food Vendoring,High Competition,Yes,Yes,7,2035,No,60,No
315400,59,Machakos,Married,KCSE,Small Business,29325,4000,No,No,Agriculture,No Challenge,Yes,Yes,3,2069,No,38,No
659873,46,Nyeri,Single,Certificate,Shop Attendant,17318,2800,No,No,Agriculture,No Challenge,Yes,Yes,4,1296,No,24,No
917114,45,Machakos,Married,Certificate,beauty,39146,0,No,Yes,Retail,No Capital,Yes,Yes,2,1338,No,38,No
278936,47,Wajir,Married,Diploma,Shop Attendant,20416,0,No,Yes,Casual jobs,No Capital,Yes,Yes,4,1784,No,22,No
492136,41,Wajir,Married,Diploma,Civil servant,63798,11900,Yes,Yes,Retail,Low Customers,Yes,Yes,4,2097,No,40,No
970848,54,Machakos,Married,KCSE,Vendor,22826,3700,No,No,Agriculture,No Challenge,Yes,Yes,3,2140,No,24,No
489954,33,Machakos,Married,KCSE,Casual Labour,19204,3600,No,No,Agriculture,No Challenge,Yes,Yes,3,2071,No,49,Yes
138067,34,Wajir,Married,Diploma,Shop Attendant,20761,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1342,No,52,No
798045,45,Wajir,Married,Certificate,Shop Attendant,13095,1400,Yes,No,Agriculture,No Challenge,No,No,1,2294,No,57,Yes
877622,61,Kisumu,Married,KCSE,Farmer,18613,2700,Yes,No,Agriculture,No Challenge,Yes,Yes,5,2163,No,29,No
118073,40,Nairobi,Married,Certificate,fashion,19591,1800,Yes,Yes,beauty,Low Customers,Yes,Yes,3,1629,Yes,46,Yes
136035,57,Kakamega,Married,KCSE,Casual Labour,14416,0,No,Yes,food Vendoring,No Capital,No,No,4,1668,No,58,No
333782,38,Machakos,Married,KCSE,Vendor,14522,0,No,No,Agriculture,No Challenge,No,No,2,2853,No,41,Yes
714661,28,Kisumu,Single,Diploma,Shop Attendant,13590,0,No,No,Agriculture,No Challenge,No,No,2,2123,No,42,Yes
969794,32,Kisii,Married,KCSE,Casual Labour,11172,1100,Yes,Yes,Retail,No Capital,No,No,5,2302,No,34,No
714805,51,Wajir,Married,KCSE,Vendor,24150,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1453,No,26,No
689738,36,Machakos,Married,Diploma,Civil servant,22043,8100,No,No,Agriculture,No Challenge,No,No,4,1782,No,23,Yes
